Type	UniqueName	ServerName	ParentName	PointName	PointValue	X	Y	Width	Height	Angle	AngleOriginX	AngleOriginY	Text	FontSize	BackColor	TextColor	ClickEventName	ImagePattern	ImageIndex	BaseImagePath	ImagePath	Remark								
Image	DF1T_14L_2					2415	353											"0,1,2"	0		"Image/Light/135N.png,Image/Light/135Y.png,Image/Light/135R.png"	135度								
Image	DF1T_14R_1					2476	311											"0,1,2"	0		"Image/Light/135N.png,Image/Light/135Y.png,Image/Light/135R.png"	135度								
Image	DF1T_14R_2					2476	353											"0,1,2"	0		"Image/Light/45N.png,Image/Light/45Y.png,Image/Light/45R.png"	45度								
Image	DF2T_1					2109	207											"0,1,2"	0		"Image/Light/0N.png,Image/Light/0Y.png,Image/Light/0R.png"									
Image	TH64_21T_21N_P21N_1					2138	207											"0,1,2"	0		"Image/Light/0N.png,Image/Light/0Y.png,Image/Light/0R.png"									
Image	TH64_21T_21N_P21N_2					2204	207											"0,1,2"	0		"Image/Light/0N.png,Image/Light/0Y.png,Image/Light/0R.png"									
Image	TH64_21T_21N_P21R_1					2138	207											"0,1,2"	0		"Image/Light/0N.png,Image/Light/0Y.png,Image/Light/0R.png"									
Image	TH64_21T_21N_P21R_2					2186	161											"0,1,2"	0		"Image/Light/45N.png,Image/Light/45Y.png,Image/Light/45R.png"	45度								
Image	TH64_12LT_1					2233	147											"0,1,2"	0		"Image/Light/0N.png,Image/Light/0Y.png,Image/Light/0R.png"									
Image	TH64_13LT_1					2233	207											"0,1,2"	0		"Image/Light/0N.png,Image/Light/0Y.png,Image/Light/0R.png"									
Image	TH64_12RT_1					2262	147											"0,1,2"	0		"Image/Light/0N.png,Image/Light/0Y.png,Image/Light/0R.png"									
Image	TH64_12RT_2					2344	147											"0,1,2"	0		"Image/Light/0N.png,Image/Light/0Y.png,Image/Light/0R.png"									
Image	TH64_15LT_1					2262	207											"0,1,2"	0		"Image/Light/0N.png,Image/Light/0Y.png,Image/Light/0R.png"									
Image	TH64_15LT_2					2344	207											"0,1,2"	0		"Image/Light/0N.png,Image/Light/0Y.png,Image/Light/0R.png"									
Image	TH64_14RT_1					2373	147											"0,1,2"	0		"Image/Light/0N.png,Image/Light/0Y.png,Image/Light/0R.png"									
Image	TH64_15RT_1					2373	207											"0,1,2"	0		"Image/Light/0N.png,Image/Light/0Y.png,Image/Light/0R.png"									
Image	TH64_22T_22N_P22N_1					2402	207											"0,1,2"	0		"Image/Light/0N.png,Image/Light/0Y.png,Image/Light/0R.png"									
Image	TH64_22T_22N_P22N_2					2468	207											"0,1,2"	0		"Image/Light/0N.png,Image/Light/0Y.png,Image/Light/0R.png"									
Image	TH64_22T_22N_P22R_1					2422	161											"0,1,2"	0		"Image/Light/135N.png,Image/Light/135Y.png,Image/Light/135R.png"	135度								
Image	TH64_22T_22N_P22R_2					2468	207											"0,1,2"	0		"Image/Light/0N.png,Image/Light/0Y.png,Image/Light/0R.png"									
Image	FMT_1					2497	207											"0,1,2"	0		"Image/Light/0N.png,Image/Light/0Y.png,Image/Light/0R.png"									
Image	ET_1					1788	394											"0,1,2"	0		"Image/Light/0N.png,Image/Light/0Y.png,Image/Light/0R.png"									
Image	ET_2					1838	394											"0,1,2"	0		"Image/Light/0N.png,Image/Light/0Y.png,Image/Light/0R.png"									
Image	48T_P48イN_P47ロN_1					1564	446											"0,1,2"	0		"Image/Light/68N.png,Image/Light/68Y.png,Image/Light/68R.png"	68度								
Image	48T_P48イN_P47ロN_2					1592	428											"0,1,2"	0		"Image/Light/22N.png,Image/Light/22Y.png,Image/Light/22R.png"	22度								
Image	48T_P48イN_P47ロN_3					1622	416											"0,1,2"	0		"Image/Light/22N.png,Image/Light/22Y.png,Image/Light/22R.png"	22度								
Image	48T_P48イN_P47ロN_4					1672	396											"0,1,2"	0		"Image/Light/22N.png,Image/Light/22Y.png,Image/Light/22R.png"	22度								
Image	48T_P48イR_P47ロN_1					1564	446											"0,1,2"	0		"Image/Light/68N.png,Image/Light/68Y.png,Image/Light/68R.png"	68度								
Image	48T_P48イR_P47ロN_2					1576	416											"0,1,2"	0		"Image/Light/68N.png,Image/Light/68Y.png,Image/Light/68R.png"	68度								
Image	48T_P48イN_P47ロR_1					1599	407											"0,1,2"	0		"Image/Light/158N.png,Image/Light/158Y.png,Image/Light/158R.png"	158度								
Image	48T_P48イN_P47ロR_2					1622	416											"0,1,2"	0		"Image/Light/22N.png,Image/Light/22Y.png,Image/Light/22R.png"	22度								
Image	48T_P48イN_P47ロR_3					1672	396											"0,1,2"	0		"Image/Light/22N.png,Image/Light/22Y.png,Image/Light/22R.png"	22度								
Image	47T_P47イN_P48ロN_1					1541	384											"0,1,2"	0		"Image/Light/22N.png,Image/Light/22Y.png,Image/Light/22R.png"	22度								
Image	47T_P47イN_P48ロN_2					1571	372											"0,1,2"	0		"Image/Light/22N.png,Image/Light/22Y.png,Image/Light/22R.png"	22度								
Image	47T_P47イN_P48ロN_3					1601	360											"0,1,2"	0		"Image/Light/22N.png,Image/Light/22Y.png,Image/Light/22R.png"	22度								
Image	47T_P47イR_P48ロN_1					1541	384											"0,1,2"	0		"Image/Light/22N.png,Image/Light/22Y.png,Image/Light/22R.png"	22度								
Image	47T_P47イR_P48ロN_2					1564	393											"0,1,2"	0		"Image/Light/158N.png,Image/Light/158Y.png,Image/Light/158R.png"	158度								
Image	47T_P47イN_P48ロR_1					1590	381											"0,1,2"	0		"Image/Light/68N.png,Image/Light/68Y.png,Image/Light/68R.png"	68度								
Image	47T_P47イN_P48ロR_2					1601	360											"0,1,2"	0		"Image/Light/22N.png,Image/Light/22Y.png,Image/Light/22R.png"	22度								
Image	45T_P45N_1					1344	454											"0,1,2"	0		"Image/Light/0N.png,Image/Light/0Y.png,Image/Light/0R.png"									
Image	45T_P45N_2					1446	422											"0,1,2"	0		"Image/Light/22N.png,Image/Light/22Y.png,Image/Light/22R.png"	22度								
Image	45T_P45N_3					1516	394											"0,1,2"	0		"Image/Light/22N.png,Image/Light/22Y.png,Image/Light/22R.png"	22度								
Image	45T_P45R_1					1226	394											"0,1,2"	0		"Image/Light/0N.png,Image/Light/0Y.png,Image/Light/0R.png"									
Image	45T_P45R_2					1334	394											"0,1,2"	0		"Image/Light/0N.png,Image/Light/0Y.png,Image/Light/0R.png"									
Image	45T_P45R_3					1442	394											"0,1,2"	0		"Image/Light/0N.png,Image/Light/0Y.png,Image/Light/0R.png"									
Image	45T_P45R_4					1516	394											"0,1,2"	0		"Image/Light/22N.png,Image/Light/22Y.png,Image/Light/22R.png"	22度								
Image	44T_P46N_1					1344	568											"0,1,2"	0		"Image/Light/0N.png,Image/Light/0Y.png,Image/Light/0R.png"									
Image	44T_P46N_2					1456	532											"0,1,2"	0		"Image/Light/22N.png,Image/Light/22Y.png,Image/Light/22R.png"	22度								
Image	44T_P46N_3					1554	471											"0,1,2"	0		"Image/Light/68N.png,Image/Light/68Y.png,Image/Light/68R.png"	68度								
Image	44T_P46R_P44N_1					1220	632											"0,1,2"	0		"Image/Light/0N.png,Image/Light/0Y.png,Image/Light/0R.png"									
Image	44T_P46R_P44N_2					1354	632											"0,1,2"	0		"Image/Light/0N.png,Image/Light/0Y.png,Image/Light/0R.png"									
Image	44T_P46R_P44N_3					1478	592											"0,1,2"	0		"Image/Light/22N.png,Image/Light/22Y.png,Image/Light/22R.png"	22度								
Image	44T_P46R_P44N_4					1554	471											"0,1,2"	0		"Image/Light/68N.png,Image/Light/68Y.png,Image/Light/68R.png"	68度								
Image	44T_P46R_P44R_1					1220	692											"0,1,2"	0		"Image/Light/0N.png,Image/Light/0Y.png,Image/Light/0R.png"									
Image	44T_P46R_P44R_2					1354	692											"0,1,2"	0		"Image/Light/0N.png,Image/Light/0Y.png,Image/Light/0R.png"									
Image	44T_P46R_P44R_3					1478	592											"0,1,2"	0		"Image/Light/22N.png,Image/Light/22Y.png,Image/Light/22R.png"	22度								
Image	44T_P46R_P44R_4					1554	471											"0,1,2"	0		"Image/Light/68N.png,Image/Light/68Y.png,Image/Light/68R.png"	68度								
Image	11LT_1					750	454											"0,1,2"	0		"Image/Light/0N.png,Image/Light/0Y.png,Image/Light/0R.png"									
Image	11LT_2					994	454											"0,1,2"	0		"Image/Light/0N.png,Image/Light/0Y.png,Image/Light/0R.png"									
Image	12LT_1					750	568											"0,1,2"	0		"Image/Light/0N.png,Image/Light/0Y.png,Image/Light/0R.png"									
Image	12LT_2					994	568											"0,1,2"	0		"Image/Light/0N.png,Image/Light/0Y.png,Image/Light/0R.png"									
Image	42イT_P42イN_1					439	431											"0,1,2"	0		"Image/Light/135N.png,Image/Light/135Y.png,Image/Light/135R.png"	135度								
Image	42イT_P42イN_2					513	505											"0,1,2"	0		"Image/Light/135N.png,Image/Light/135Y.png,Image/Light/135R.png"	135度								
Image	42イT_P42イN_3					592	568											"0,1,2"	0		"Image/Light/0N.png,Image/Light/0Y.png,Image/Light/0R.png"									
Image	42イT_P42イR_1					439	431											"0,1,2"	0		"Image/Light/135N.png,Image/Light/135Y.png,Image/Light/135R.png"	135度								
Image	42イT_P42イR_2					467	434											"0,1,2"	0		"Image/Light/0N.png,Image/Light/0Y.png,Image/Light/0R.png"									
Image	42ロT_P42ロN_1					481	389											"0,1,2"	0		"Image/Light/135N.png,Image/Light/135Y.png,Image/Light/135R.png"	135度								
Image	42ロT_P42ロN_2					525	433											"0,1,2"	0		"Image/Light/135N.png,Image/Light/135Y.png,Image/Light/135R.png"	135度								
Image	42ロT_P42ロN_3					592	454											"0,1,2"	0		"Image/Light/0N.png,Image/Light/0Y.png,Image/Light/0R.png"									
Image	42ロT_P42ロR_1					495	434											"0,1,2"	0		"Image/Light/0N.png,Image/Light/0Y.png,Image/Light/0R.png"									
Image	42ロT_P42ロR_2					525	433											"0,1,2"	0		"Image/Light/135N.png,Image/Light/135Y.png,Image/Light/135R.png"	135度								
Image	42ロT_P42ロR_3					592	454											"0,1,2"	0		"Image/Light/0N.png,Image/Light/0Y.png,Image/Light/0R.png"									
Image	TST_1					266	394											"0,1,2"	0		"Image/Light/0N.png,Image/Light/0Y.png,Image/Light/0R.png"									
Image	TST_2					347	394											"0,1,2"	0		"Image/Light/0N.png,Image/Light/0Y.png,Image/Light/0R.png"									
Image	TST_3					419	411											"0,1,2"	0		"Image/Light/135N.png,Image/Light/135Y.png,Image/Light/135R.png"	135度								
Image	5T_1					788	632											"0,1,2"	0		"Image/Light/0N.png,Image/Light/0Y.png,Image/Light/0R.png"									
Image	5T_2					1032	632											"0,1,2"	0		"Image/Light/0N.png,Image/Light/0Y.png,Image/Light/0R.png"									
Image	6T_1					788	692											"0,1,2"	0		"Image/Light/0N.png,Image/Light/0Y.png,Image/Light/0R.png"									
Image	6T_2					1032	692											"0,1,2"	0		"Image/Light/0N.png,Image/Light/0Y.png,Image/Light/0R.png"									
ButtonImage	警報上り接近					404	811										警報上り接近	"0,1"	0	Image/Button/接近ボタンBase.png	"Image/Button/接近ボタン_緑_OFF.png,Image/Button/接近ボタン_緑_ON.png"									
ButtonImage	警報下り接近					2131	811										警報下り接近	"0,1"	0	Image/Button/接近ボタンBase.png	"Image/Button/接近ボタン_緑_OFF.png,Image/Button/接近ボタン_緑_ON.png"									
Retsuban	列番江ノ原信号場13番線					24	150														Image/Retsuban/Retsuban-Window.png									
Retsuban	列番江ノ原信号場第1接近					24	196														Image/Retsuban/Retsuban-Window.png									
Retsuban	列番上り第1接近					174	196														Image/Retsuban/Retsuban-Window.png									
Retsuban	列番上り第2接近					324	196														Image/Retsuban/Retsuban-Window.png									
Retsuban	列番上り場内					507	256														Image/Retsuban/Retsuban-Window.png									
Retsuban	列番1番線					812	323														Image/Retsuban/Retsuban-Window.png									
Retsuban	列番2番線					812	383														Image/Retsuban/Retsuban-Window.png									
Retsuban	列番3番線					812	443														Image/Retsuban/Retsuban-Window.png									
Retsuban	列番4番線					812	557														Image/Retsuban/Retsuban-Window.png									
Retsuban	列番下り第1接近					1955	496														Image/Retsuban/Retsuban-Window.png									
Retsuban	列番下り第2接近					2105	496														Image/Retsuban/Retsuban-Window.png									
Retsuban	列番下り場内					1309	490														Image/Retsuban/Retsuban-Window.png									
Retsuban	列番E線					1753	430														Image/Retsuban/Retsuban-Window.png									
Retsuban	列番X線					2157	323														Image/Retsuban/Retsuban-Window.png									
Retsuban	列番Y線					2157	383														Image/Retsuban/Retsuban-Window.png									
Retsuban	列番藤江第1接近					2405	496														Image/Retsuban/Retsuban-Window.png									
Retsuban	列番藤江1番線					2255	450														Image/Retsuban/Retsuban-Window.png									
Retsuban	列番藤江2番線					2255	496														Image/Retsuban/Retsuban-Window.png									
Image	鎖錠30秒					1294	827											"0,1"	0		"Image/Light/N.png,Image/Light/R.png"	鎖錠・停電・故障はR灯								
Image	鎖錠60秒					1256	827											"0,1"	0		"Image/Light/N.png,Image/Light/R.png"									
Image	停電					154	45											"0,1"	0		"Image/Light/N.png,Image/Light/R.png"									
Image	CTC故障灯					202	45											"0,1"	0		"Image/Light/N.png,Image/Light/R.png"									
TextBlock	Label_1R		1R			14	20	11	11				1	10	Transparent	#FFBCBCBC	1R													
TextBlock	Label_2R		2R			14	20	11	11				2	10	Transparent	#FFBCBCBC	2R													
TextBlock	Label_2RZ		2RZ			14	20	11	11				2Z	10	Transparent	#FFBCBCBC	2RZ													
TextBlock	Label_3R		3R			14	20	11	11				3	10	Transparent	#FFBCBCBC	3R													
TextBlock	Label_3RZ		3RZ			14	20	11	11				3Z	10	Transparent	#FFBCBCBC	3RZ													
TextBlock	Label_4R		4R			14	20	11	11				4	10	Transparent	#FFBCBCBC	4R													
TextBlock	Label_4RZ		4RZ			14	20	11	11				4Z	10	Transparent	#FFBCBCBC	4RZ													
TextBlock	Label_5L		5L			14	20	11	11				5	10	Transparent	#FFBCBCBC	5L													
TextBlock	Label_6L		6L			14	20	11	11				6	10	Transparent	#FFBCBCBC	6L													
TextBlock	Label_7R		7R			14	20	11	11				7	10	Transparent	#FFBCBCBC	7R													
TextBlock	Label_8R		8R			14	20	11	11				8	10	Transparent	#FFBCBCBC	8R													
TextBlock	Label_9R		9R			14	20	11	11				9	10	Transparent	#FFBCBCBC	9R													
TextBlock	Label_10R		10R			14	20	11	11				10	10	Transparent	#FFBCBCBC	10R													
TextBlock	Label_11L		11L			14	20	11	11				11	10	Transparent	#FFBCBCBC	11L													
TextBlock	Label_11LZ		11LZ			14	20	11	11				11Z	10	Transparent	#FFBCBCBC	11LZ													
TextBlock	Label_12L		12L			14	20	11	11				12	10	Transparent	#FFBCBCBC	12L													
TextBlock	Label_12LZ		12LZ			14	20	11	11				12Z	10	Transparent	#FFBCBCBC	12LZ													
TextBlock	Label_13L		13L			14	20	11	11				13	10	Transparent	#FFBCBCBC	13L													
TextBlock	Label_14L		14L			14	20	11	11				14	10	Transparent	#FFBCBCBC	14L													
TextBlock	Label_21R		21R			14	20	11	11				21	10	Transparent	#FFBCBCBC	21R													
TextBlock	Label_21RZ		21RZ			14	20	11	11				21Z	10	Transparent	#FFBCBCBC	21RZ													
TextBlock	Label_22R		22R			14	20	11	11				22	10	Transparent	#FFBCBCBC	22R													
TextBlock	Label_22RZ		22RZ			14	20	11	11				22Z	10	Transparent	#FFBCBCBC	22RZ													
TextBlock	Label_23R		23R			14	20	11	11				23	10	Transparent	#FFBCBCBC	23R													
TextBlock	Label_23RZ		23RZ			14	20	11	11				23Z	10	Transparent	#FFBCBCBC	23RZ													
TextBlock	Label_24R		24R			14	20	11	11				24	10	Transparent	#FFBCBCBC	24R													
TextBlock	Label_24RZ		24RZ			14	20	11	11				24Z	10	Transparent	#FFBCBCBC	24RZ													
TextBlock	Label_25R		25R			14	20	11	11				25	10	Transparent	#FFBCBCBC	25R													
TextBlock	Label_25RZ		25RZ			14	20	11	11				25Z	10	Transparent	#FFBCBCBC	25RZ													
TextBlock	Label_26R		26R			14	20	11	11				26	10	Transparent	#FFBCBCBC	26R													
TextBlock	Label_26RZ		26RZ			14	20	11	11				26Z	10	Transparent	#FFBCBCBC	26RZ													
TextBlock	Label_27L		27L			14	20	11	11				27	10	Transparent	#FFBCBCBC	27L													
TextBlock	Label_27LZ		27LZ			14	20	11	11				27Z	10	Transparent	#FFBCBCBC	27LZ													
TextBlock	Label_28L		28L			14	20	11	11				28	10	Transparent	#FFBCBCBC	28L													
TextBlock	Label_28LZ		28LZ			14	20	11	11				28Z	10	Transparent	#FFBCBCBC	28LZ													
TextBlock	Label_29L		29L			14	20	11	11				29	10	Transparent	#FFBCBCBC	29L													
TextBlock	Label_29LZ		29LZ			14	20	11	11				29Z	10	Transparent	#FFBCBCBC	29LZ													
TextBlock	Label_30R		30R			14	20	11	11				30	10	Transparent	#FFBCBCBC	30R													
TextBlock	Label_30RZ		30RZ			14	20	11	11				30Z	10	Transparent	#FFBCBCBC	30RZ													
TextBlock	Label_31L		31L			14	20	11	11				31	10	Transparent	#FFBCBCBC	31L													
TextBlock	Label_31LZ		31LZ			14	20	11	11				31Z	10	Transparent	#FFBCBCBC	31LZ													
TextBlock	Label_32L		32L			14	20	11	11				32	10	Transparent	#FFBCBCBC	32L													
TextBlock	Label_32LZ		32LZ			14	20	11	11				32Z	10	Transparent	#FFBCBCBC	32LZ													
TextBlock	Label_T		T			5	23	15	12				T	10	Transparent	#FFBCBCBC	T													
TextBlock	Label_TA		TA			5	23	15	12				TA	10	Transparent	#FFBCBCBC	TA													
TextBlock	Label_TB		TB			5	23	15	12				TB	10	Transparent	#FFBCBCBC	TB													
TextBlock	Label_TC		TC			5	23	15	12				TC	10	Transparent	#FFBCBCBC	TC													
TextBlock	Label_A		A			5	23	15	12				A	10	Transparent	#FFBCBCBC	A													
TextBlock	Label_B		B			5	23	15	12				B	10	Transparent	#FFBCBCBC	B													
TextBlock	Label_C		C			5	23	15	12				C	10	Transparent	#FFBCBCBC	C													
TextBlock	Label_D		D			5	23	15	12				D	10	Transparent	#FFBCBCBC	D													
TextBlock	Label_E		E			5	23	15	12				E	10	Transparent	#FFBCBCBC	E													
TextBlock	Label_X		X			5	23	15	12				X	10	Transparent	#FFBCBCBC	X													
TextBlock	Label_Y		Y			5	23	15	12				Y	10	Transparent	#FFBCBCBC	Y													
TextBlock	Label_SC		SC			5	23	15	12				SC	10	Transparent	#FFBCBCBC	SC													
TextBlock	Label_SD		SD			5	23	15	12				SD	10	Transparent	#FFBCBCBC	SD													
TextBlock	Label_5		5			5	23	15	12				5	10	Transparent	#FFBCBCBC	5													
TextBlock	Label_6		6			5	23	15	12				6	10	Transparent	#FFBCBCBC	6													
TextBlock	Label_P41		P41			14	20	11	11				41	10	Transparent	#FFBCBCBC	P41													
TextBlock	Label_P42		P42			14	20	11	11				42	10	Transparent	#FFBCBCBC	P42													
TextBlock	Label_P43		P43			14	20	11	11				43	10	Transparent	#FFBCBCBC	P43													
TextBlock	Label_P44		P44			14	20	11	11				44	10	Transparent	#FFBCBCBC	P44													
TextBlock	Label_P45		P45			14	20	11	11				45	10	Transparent	#FFBCBCBC	P45													
TextBlock	Label_P46		P46			14	20	11	11				46	10	Transparent	#FFBCBCBC	P46													
TextBlock	Label_P47		P47			14	20	11	11				47	10	Transparent	#FFBCBCBC	P47													
TextBlock	Label_P48		P48			14	20	11	11				48	10	Transparent	#FFBCBCBC	P48													
TextBlock	Label_P49		P49			14	20	11	11				49	10	Transparent	#FFBCBCBC	P49													
TextBlock	Label_P50		P50			14	20	11	11				50	10	Transparent	#FFBCBCBC	P50													
																														
																														
																														
																														
																														
																														
